zipcode;sido;gugun;dong
527-881;전남;강진군;도암면
527-911;전남;강진군;마량면
527-831;전남;강진군;병영면
527-811;전남;강진군;성전면
527-891;전남;강진군;신전면
527-841;전남;강진군;옴천면
527-821;전남;강진군;작천면
527-861;전남;강진군;칠량면
548-800;전남;고흥군;고흥읍
548-701;전남;고흥군;도양읍
548-831;전남;고흥군;과역면
548-931;전남;고흥군;금산면
548-841;전남;고흥군;남양면
548-861;전남;고흥군;대서면
548-921;전남;고흥군;도덕면
548-891;전남;고흥군;도화면
548-851;전남;고흥군;동강면
548-951;전남;고흥군;동일면
548-871;전남;고흥군;두원면
548-941;전남;고흥군;봉래면
548-821;전남;고흥군;영남면
548-811;전남;고흥군;점암면
548-881;전남;고흥군;포두면
548-911;전남;고흥군;풍양면
516-800;전남;곡성군;곡성읍
516-931;전남;곡성군;겸면
516-811;전남;곡성군;고달면
516-841;전남;곡성군;목사동면
516-861;전남;곡성군;삼기면
516-851;전남;곡성군;석곡면
516-821;전남;곡성군;오곡면
516-921;전남;곡성군;오산면
516-911;전남;곡성군;옥과면
516-941;전남;곡성군;입면
516-831;전남;곡성군;죽곡면
542-800;전남;구례군;구례읍
542-871;전남;구례군;간전면
542-841;전남;구례군;광의면
542-851;전남;구례군;마산면
542-811;전남;구례군;문척면
542-831;전남;구례군;산동면
542-821;전남;구례군;용방면
542-861;전남;구례군;토지면
517-800;전남;담양군;담양읍
517-861;전남;담양군;고서면
517-811;전남;담양군;금성면
517-871;전남;담양군;남면
517-891;전남;담양군;대덕면
517-921;전남;담양군;대전면
517-841;전남;담양군;무정면
517-851;전남;담양군;봉산면
517-911;전남;담양군;수북면
517-821;전남;담양군;용면
517-831;전남;담양군;월산면
517-881;전남;담양군;창평면
534-800;전남;무안군;무안읍
534-715;전남;무안군;삼향읍
534-901;전남;무안군;일로읍
534-851;전남;무안군;망운면
534-811;전남;무안군;몽탄면
534-861;전남;무안군;운남면
534-831;전남;무안군;청계면
534-871;전남;무안군;해제면
534-841;전남;무안군;현경면
546-901;전남;보성군;벌교읍
546-701;전남;보성군;보성읍
546-861;전남;보성군;겸백면
546-811;전남;보성군;노동면
546-921;전남;보성군;득량면
546-841;전남;보성군;문덕면
546-821;전남;보성군;미력면
546-831;전남;보성군;복내면
546-881;전남;보성군;웅치면
546-851;전남;보성군;율어면
546-911;전남;보성군;조성면
546-871;전남;보성군;회천면
535-705;전남;신안군;압해읍
535-801;전남;신안군;지도읍
535-891;전남;신안군;도초면
535-881;전남;신안군;비금면
535-941;전남;신안군;신의면
535-841;전남;신안군;안좌면
535-861;전남;신안군;암태면
535-831;전남;신안군;임자면
535-871;전남;신안군;자은면
535-921;전남;신안군;장산면
535-821;전남;신안군;증도면
535-851;전남;신안군;팔금면
535-932;전남;신안군;하의면
535-915;전남;신안군;흑산면
513-901;전남;영광군;백수읍
513-801;전남;영광군;영광읍
513-881;전남;영광군;홍농읍
513-851;전남;영광군;군남면
513-841;전남;영광군;군서면
513-891;전남;영광군;낙월면
513-811;전남;영광군;대마면
513-821;전남;영광군;묘량면
513-871;전남;영광군;법성면
513-832;전남;영광군;불갑면
513-861;전남;영광군;염산면
526-701;전남;영암군;삼호읍
526-800;전남;영암군;영암읍
526-851;전남;영암군;군서면
526-911;전남;영암군;금정면
526-821;전남;영암군;덕진면
526-831;전남;영암군;도포면
526-881;전남;영암군;미암면
526-861;전남;영암군;서호면
526-843;전남;영암군;시종면
526-811;전남;영암군;신북면
526-871;전남;영암군;학산면
537-901;전남;완도군;금일읍
537-841;전남;완도군;노화읍
537-800;전남;완도군;완도읍
537-871;전남;완도군;고금면
537-811;전남;완도군;군외면
548-991;전남;완도군;금당면
537-851;전남;완도군;보길면
537-921;전남;완도군;생일면
537-831;전남;완도군;소안면
537-861;전남;완도군;신지면
537-881;전남;완도군;약산면
537-821;전남;완도군;청산면
515-800;전남;장성군;장성읍
515-891;전남;장성군;남면
515-861;전남;장성군;동화면
515-841;전남;장성군;북이면
515-831;전남;장성군;북일면
515-851;전남;장성군;북하면
515-751;전남;장성군;삼계면
515-881;전남;장성군;삼서면
515-821;전남;장성군;서삼면
515-911;전남;장성군;진원면
515-811;전남;장성군;황룡면
529-871;전남;장흥군;관산읍
529-901;전남;장흥군;대덕읍
529-800;전남;장흥군;장흥읍
529-811;전남;장흥군;부산면
529-851;전남;장흥군;안양면
529-861;전남;장흥군;용산면
529-821;전남;장흥군;유치면
529-831;전남;장흥군;장동면
529-841;전남;장흥군;장평면
529-881;전남;장흥군;회진면
539-800;전남;진도군;진도읍
539-811;전남;진도군;고군면
539-821;전남;진도군;군내면
539-833;전남;진도군;의신면
539-841;전남;진도군;임회면
539-911;전남;진도군;조도면
539-851;전남;진도군;지산면
525-800;전남;함평군;함평읍
525-861;전남;함평군;나산면
525-831;전남;함평군;대동면
525-841;전남;함평군;손불면
525-851;전남;함평군;신광면
525-821;전남;함평군;엄다면
525-881;전남;함평군;월야면
525-811;전남;함평군;학교면
525-871;전남;함평군;해보면
536-800;전남;해남군;해남읍
536-831;전남;해남군;계곡면
536-841;전남;해남군;마산면
536-871;전남;해남군;문내면
536-941;전남;해남군;북일면
536-931;전남;해남군;북평면
536-851;전남;해남군;산이면
536-811;전남;해남군;삼산면
536-921;전남;해남군;송지면
536-821;전남;해남군;옥천면
536-911;전남;해남군;현산면
536-891;전남;해남군;화산면
536-881;전남;해남군;화원면
536-861;전남;해남군;황산면
519-751;전남;화순군;화순읍
519-891;전남;화순군;남면
519-811;전남;화순군;능주면
519-831;전남;화순군;도곡면
519-841;전남;화순군;도암면
519-881;전남;화순군;동면
519-911;전남;화순군;동복면
519-921;전남;화순군;북면
519-931;전남;화순군;이서면
519-861;전남;화순군;이양면
519-871;전남;화순군;청풍면
519-851;전남;화순군;춘양면
519-821;전남;화순군;한천면
573-070;전북;군산시;개복동
573-520;전북;군산시;개사동
573-719;전북;군산시;개정동
573-704;전북;군산시;경암동
573-420;전북;군산시;경장동
573-753;전북;군산시;구암동
573-300;전북;군산시;금동
573-755;전북;군산시;금광동
573-270;전북;군산시;금암동
573-759;전북;군산시;나운1동
573-756;전북;군산시;나운2동
573-760;전북;군산시;나운3동
573-350;전북;군산시;나운동
573-530;전북;군산시;내초동
573-340;전북;군산시;내흥동
573-210;전북;군산시;대명동
573-739;전북;군산시;동흥남동
573-170;전북;군산시;둔율동
573-080;전북;군산시;명산동
573-781;전북;군산시;문화동
573-701;전북;군산시;미룡동
573-180;전북;군산시;미원동
573-733;전북;군산시;미장동
573-450;전북;군산시;비응도동
573-784;전북;군산시;사정동
573-888;전북;군산시;산북동
573-790;전북;군산시;삼학동
573-190;전북;군산시;서흥남동
573-150;전북;군산시;선양동
573-716;전북;군산시;소룡동
573-090;전북;군산시;송창동
573-120;전북;군산시;송풍동
573-799;전북;군산시;수송동
573-510;전북;군산시;신관동
573-250;전북;군산시;신영동
573-050;전북;군산시;신창동
573-130;전북;군산시;신풍동
573-290;전북;군산시;신흥동
573-230;전북;군산시;영동
573-020;전북;군산시;영화동
573-717;전북;군산시;오룡동
573-540;전북;군산시;오식도동
573-060;전북;군산시;월명동
573-030;전북;군산시;장미동
573-749;전북;군산시;장재동
573-703;전북;군산시;조촌동
573-260;전북;군산시;죽성동
573-280;전북;군산시;중동
573-041;전북;군산시;중앙로1가
573-042;전북;군산시;중앙로2가
573-043;전북;군산시;중앙로3가
573-713;전북;군산시;지곡동
573-724;전북;군산시;창성동
573-240;전북;군산시;평화동
573-010;전북;군산시;해망동
573-708;전북;군산시;옥구읍
573-921;전북;군산시;개정면
573-851;전북;군산시;나포면
573-911;전북;군산시;대야면
573-941;전북;군산시;서수면
573-709;전북;군산시;성산면
573-811;전북;군산시;옥도면
573-821;전북;군산시;옥산면
573-951;전북;군산시;옥서면
573-718;전북;군산시;임피면
573-831;전북;군산시;회현면
576-060;전북;김제시;갈공동
576-701;전북;김제시;검산동
576-040;전북;김제시;교동
576-160;전북;김제시;난봉동
576-220;전북;김제시;도장동
576-370;전북;김제시;명덕동
576-100;전북;김제시;백학동
576-070;전북;김제시;복죽동
576-110;전북;김제시;상동동
576-710;전북;김제시;서암동
576-200;전북;김제시;서정동
576-090;전북;김제시;순동
576-130;전북;김제시;신곡동
576-360;전북;김제시;신덕동
576-330;전북;김제시;신월동
576-703;전북;김제시;신풍동
576-210;전북;김제시;양전동
576-350;전북;김제시;연정동
576-180;전북;김제시;오정동
576-050;전북;김제시;옥산동
576-010;전북;김제시;요촌동
576-030;전북;김제시;용동
576-320;전북;김제시;월봉동
576-190;전북;김제시;월성동
576-300;전북;김제시;입석동
576-310;전북;김제시;장화동
576-340;전북;김제시;제월동
576-140;전북;김제시;하동
576-170;전북;김제시;황산동
576-150;전북;김제시;흥사동
576-861;전북;김제시;만경읍
576-711;전북;김제시;공덕면
576-851;전북;김제시;광활면
576-941;전북;김제시;금구면
576-961;전북;김제시;금산면
576-911;전북;김제시;백구면
576-881;전북;김제시;백산면
576-951;전북;김제시;봉남면
576-821;전북;김제시;부량면
576-841;전북;김제시;성덕면
576-971;전북;김제시;용지면
576-831;전북;김제시;죽산면
576-871;전북;김제시;진봉면
576-891;전북;김제시;청하면
576-931;전북;김제시;황산면
590-220;전북;남원시;갈치동
590-702;전북;남원시;고죽동
590-711;전북;남원시;광치동
590-980;전북;남원시;금동
590-160;전북;남원시;내척동
590-751;전북;남원시;노암동
590-701;전북;남원시;도통동
590-703;전북;남원시;동충동
590-150;전북;남원시;산곡동
590-230;전북;남원시;식정동
590-130;전북;남원시;신정동
590-110;전북;남원시;신촌동
590-070;전북;남원시;쌍교동
590-100;전북;남원시;어현동
590-120;전북;남원시;왕정동
590-180;전북;남원시;용정동
590-760;전북;남원시;월락동
590-040;전북;남원시;조산동
590-757;전북;남원시;죽항동
590-080;전북;남원시;천거동
590-050;전북;남원시;하정동
590-759;전북;남원시;향교동
590-140;전북;남원시;화정동
590-831;전북;남원시;운봉읍
590-951;전북;남원시;금지면
590-961;전북;남원시;대강면
590-971;전북;남원시;대산면
590-911;전북;남원시;덕과면
590-881;전북;남원시;보절면
590-891;전북;남원시;사매면
590-851;전북;남원시;산내면
590-871;전북;남원시;산동면
590-931;전북;남원시;송동면
590-921;전북;남원시;수지면
590-861;전북;남원시;아영면
590-821;전북;남원시;이백면
590-841;전북;남원시;인월면
590-941;전북;남원시;주생면
590-835;전북;남원시;주천면
570-030;전북;익산시;갈산동
570-150;전북;익산시;금강동
570-703;전북;익산시;남중동
570-310;전북;익산시;덕기동
570-726;전북;익산시;동산동
570-741;전북;익산시;마동
570-200;전북;익산시;만석동
570-757;전북;익산시;모현동1가
570-701;전북;익산시;모현동2가
570-729;전북;익산시;목천동
570-771;전북;익산시;부송동
570-330;전북;익산시;석암동
570-320;전북;익산시;석왕동
570-070;전북;익산시;석탄동
570-080;전북;익산시;송학동
570-728;전북;익산시;신동
570-749;전북;익산시;신용동
570-704;전북;익산시;신흥동
570-731;전북;익산시;어양동
570-762;전북;익산시;영등동
570-350;전북;익산시;용제동
570-390;전북;익산시;월성동
570-340;전북;익산시;은기동
570-983;전북;익산시;인화동1가
570-985;전북;익산시;인화동2가
570-380;전북;익산시;임상동
570-370;전북;익산시;정족동
570-705;전북;익산시;주현동
570-121;전북;익산시;중앙동1가
570-122;전북;익산시;중앙동2가
570-988;전북;익산시;중앙동3가
570-990;전북;익산시;창인동1가
570-993;전북;익산시;창인동2가
570-747;전북;익산시;팔봉동
570-710;전북;익산시;평화동
570-190;전북;익산시;현영동
570-801;전북;익산시;함열읍
570-911;전북;익산시;금마면
570-891;전북;익산시;낭산면
570-881;전북;익산시;망성면
570-821;전북;익산시;삼기면
570-851;전북;익산시;성당면
570-931;전북;익산시;여산면
570-921;전북;익산시;오산면
570-941;전북;익산시;왕궁면
570-871;전북;익산시;용동면
570-861;전북;익산시;용안면
570-831;전북;익산시;웅포면
570-744;전북;익산시;춘포면
570-841;전북;익산시;함라면
570-811;전북;익산시;황등면
561-420;전북;전주시 덕진구;강흥동
561-746;전북;전주시 덕진구;고랑동
561-227;전북;전주시 덕진구;금상동
561-703;전북;전주시 덕진구;금암1동
561-712;전북;전주시 덕진구;금암2동
561-180;전북;전주시 덕진구;금암동
561-430;전북;전주시 덕진구;남정동
561-756;전북;전주시 덕진구;덕진동1가
561-709;전북;전주시 덕진구;덕진동2가
561-440;전북;전주시 덕진구;도덕동
561-450;전북;전주시 덕진구;도도동
561-751;전북;전주시 덕진구;동산동
561-748;전북;전주시 덕진구;만성동
561-754;전북;전주시 덕진구;반월동
561-225;전북;전주시 덕진구;산정동
561-390;전북;전주시 덕진구;성덕동
561-796;전북;전주시 덕진구;송천동1가
561-763;전북;전주시 덕진구;송천동2가
561-770;전북;전주시 덕진구;여의동
561-380;전북;전주시 덕진구;용정동
561-221;전북;전주시 덕진구;우아동1가
561-774;전북;전주시 덕진구;우아동2가
561-771;전북;전주시 덕진구;우아동3가
561-410;전북;전주시 덕진구;원동
561-708;전북;전주시 덕진구;인후동1가
561-230;전북;전주시 덕진구;인후동2가
561-889;전북;전주시 덕진구;장동
561-311;전북;전주시 덕진구;전미동1가
561-312;전북;전주시 덕진구;전미동2가
561-701;전북;전주시 덕진구;진북동
561-719;전북;전주시 덕진구;팔복동1가
561-723;전북;전주시 덕진구;팔복동2가
561-725;전북;전주시 덕진구;팔복동3가
561-204;전북;전주시 덕진구;팔복동4가
561-787;전북;전주시 덕진구;호성동1가
561-808;전북;전주시 덕진구;호성동2가
561-213;전북;전주시 덕진구;호성동3가
561-400;전북;전주시 덕진구;화전동
560-021;전북;전주시 완산구;경원동1가
560-022;전북;전주시 완산구;경원동2가
560-705;전북;전주시 완산구;경원동3가
560-706;전북;전주시 완산구;고사동
560-710;전북;전주시 완산구;교동
560-110;전북;전주시 완산구;남노송동
560-051;전북;전주시 완산구;다가동1가
560-052;전북;전주시 완산구;다가동2가
560-053;전북;전주시 완산구;다가동3가
560-054;전북;전주시 완산구;다가동4가
560-789;전북;전주시 완산구;대성동
560-751;전북;전주시 완산구;동서학동
560-140;전북;전주시 완산구;동완산동
560-756;전북;전주시 완산구;삼천동1가
560-292;전북;전주시 완산구;삼천동2가
560-293;전북;전주시 완산구;삼천동3가
560-510;전북;전주시 완산구;상림동
560-270;전북;전주시 완산구;색장동
560-927;전북;전주시 완산구;서노송동
560-727;전북;전주시 완산구;서서학동
560-731;전북;전주시 완산구;서신동
560-151;전북;전주시 완산구;서완산동1가
560-152;전북;전주시 완산구;서완산동2가
560-285;전북;전주시 완산구;석구동
560-297;전북;전주시 완산구;용복동
560-287;전북;전주시 완산구;원당동
560-043;전북;전주시 완산구;전동3가
560-711;전북;전주시 완산구;전동
560-826;전북;전주시 완산구;중노송동
560-500;전북;전주시 완산구;중동
560-011;전북;전주시 완산구;중앙동1가
560-012;전북;전주시 완산구;중앙동2가
560-013;전북;전주시 완산구;중앙동3가
560-712;전북;전주시 완산구;중앙동4가
560-295;전북;전주시 완산구;중인동
560-765;전북;전주시 완산구;중화산동1가
560-767;전북;전주시 완산구;중화산동2가
560-774;전북;전주시 완산구;태평동
560-778;전북;전주시 완산구;평화동1가
560-875;전북;전주시 완산구;평화동2가
560-717;전북;전주시 완산구;평화동3가
560-031;전북;전주시 완산구;풍남동1가
560-032;전북;전주시 완산구;풍남동2가
560-718;전북;전주시 완산구;풍남동3가
560-893;전북;전주시 완산구;효자동1가
560-904;전북;전주시 완산구;효자동2가
560-884;전북;전주시 완산구;효자동3가
580-240;전북;정읍시;공평동
580-140;전북;정읍시;과교동
580-170;전북;정읍시;교암동
580-755;전북;정읍시;구룡동
580-190;전북;정읍시;금붕동
580-300;전북;정읍시;내장동
580-741;전북;정읍시;농소동
580-754;전북;정읍시;망제동
580-210;전북;정읍시;부전동
580-130;전북;정읍시;삼산동
580-731;전북;정읍시;상동
580-120;전북;정읍시;상평동
580-200;전북;정읍시;송산동
580-753;전북;정읍시;수성동
580-713;전북;정읍시;시기동
580-160;전북;정읍시;신월동
580-185;전북;정읍시;신정동
580-310;전북;정읍시;쌍암동
580-805;전북;정읍시;연지동
580-080;전북;정읍시;영파동
580-230;전북;정읍시;용계동
580-180;전북;정읍시;용산동
580-759;전북;정읍시;장명동
580-150;전북;정읍시;진산동
580-711;전북;정읍시;초산동
580-110;전북;정읍시;하모동
580-020;전북;정읍시;하북동
580-220;전북;정읍시;흑암동
580-901;전북;정읍시;신태인읍
580-911;전북;정읍시;감곡면
580-861;전북;정읍시;고부면
580-831;전북;정읍시;덕천면
580-811;전북;정읍시;북면
580-891;전북;정읍시;산내면
580-951;전북;정읍시;산외면
580-871;전북;정읍시;소성면
580-851;전북;정읍시;영원면
580-931;전북;정읍시;옹동면
580-841;전북;정읍시;이평면
580-881;전북;정읍시;입암면
580-821;전북;정읍시;정우면
580-941;전북;정읍시;칠보면
580-921;전북;정읍시;태인면
585-700;전북;고창군;고창읍
585-841;전북;고창군;고수면
585-871;전북;고창군;공음면
585-861;전북;고창군;대산면
585-881;전북;고창군;무장면
585-941;전북;고창군;부안면
585-911;전북;고창군;상하면
585-811;전북;고창군;성내면
585-851;전북;고창군;성송면
585-831;전북;고창군;신림면
585-921;전북;고창군;심원면
585-931;전북;고창군;아산면
585-891;전북;고창군;해리면
585-821;전북;고창군;흥덕면
568-800;전북;무주군;무주읍
568-821;전북;무주군;무풍면
568-851;전북;무주군;부남면
568-812;전북;무주군;설천면
568-841;전북;무주군;안성면
568-831;전북;무주군;적상면
579-701;전북;부안군;부안읍
579-821;전북;부안군;계화면
579-811;전북;부안군;동진면
579-931;전북;부안군;백산면
579-851;전북;부안군;변산면
579-871;전북;부안군;보안면
579-861;전북;부안군;상서면
579-911;전북;부안군;위도면
579-921;전북;부안군;주산면
579-881;전북;부안군;줄포면
579-895;전북;부안군;진서면
579-841;전북;부안군;하서면
579-831;전북;부안군;행안면
595-800;전북;순창군;순창읍
595-871;전북;순창군;구림면
595-851;전북;순창군;금과면
595-821;전북;순창군;동계면
595-881;전북;순창군;복흥면
595-891;전북;순창군;쌍치면
595-831;전북;순창군;유등면
595-911;전북;순창군;인계면
595-811;전북;순창군;적성면
595-861;전북;순창군;팔덕면
595-841;전북;순창군;풍산면
565-702;전북;완주군;봉동읍
565-800;전북;완주군;삼례읍
565-920;전북;완주군;경천면
565-861;전북;완주군;고산면
565-821;전북;완주군;구이면
565-891;전북;완주군;동상면
565-871;전북;완주군;비봉면
565-831;전북;완주군;상관면
565-841;전북;완주군;소양면
565-707;전북;완주군;용진면
565-911;전북;완주군;운주면
565-851;전북;완주군;이서면
565-881;전북;완주군;화산면
566-800;전북;임실군;임실읍
566-861;전북;임실군;강진면
566-811;전북;임실군;관촌면
566-871;전북;임실군;덕치면
566-911;전북;임실군;삼계면
566-881;전북;임실군;성수면
566-831;전북;임실군;신덕면
566-821;전북;임실군;신평면
566-891;전북;임실군;오수면
566-841;전북;임실군;운암면
566-921;전북;임실군;지사면
566-851;전북;임실군;청웅면
597-800;전북;장수군;장수읍
597-831;전북;장수군;계남면
597-861;전북;장수군;계북면
597-811;전북;장수군;번암면
597-821;전북;장수군;산서면
597-841;전북;장수군;장계면
597-851;전북;장수군;천천면
567-801;전북;진안군;진안읍
567-861;전북;진안군;동향면
567-871;전북;진안군;마령면
567-881;전북;진안군;백운면
567-911;전북;진안군;부귀면
567-811;전북;진안군;상전면
567-891;전북;진안군;성수면
567-851;전북;진안군;안천면
567-841;전북;진안군;용담면
567-821;전북;진안군;정천면
567-831;전북;진안군;주천면
690-782;제주;제주시;건입동
690-210;제주;제주시;내도동
690-744;제주;제주시;노형동
690-718;제주;제주시;도남동
690-712;제주;제주시;도두일동
690-242;제주;제주시;도두이동
690-081;제주;제주시;도련일동
690-082;제주;제주시;도련이동
690-220;제주;제주시;도평동
690-735;제주;제주시;봉개동
690-710;제주;제주시;삼도일동
690-736;제주;제주시;삼도이동
690-071;제주;제주시;삼양일동
690-072;제주;제주시;삼양이동
690-073;제주;제주시;삼양삼동
690-756;제주;제주시;아라일동
690-122;제주;제주시;아라이동
690-739;제주;제주시;연동
690-714;제주;제주시;영평동
690-150;제주;제주시;오등동
690-161;제주;제주시;오라일동
690-750;제주;제주시;오라이동
690-740;제주;제주시;오라삼동
690-775;제주;제주시;외도일동
690-192;제주;제주시;외도이동
690-110;제주;제주시;용강동
690-819;제주;제주시;용담일동
690-727;제주;제주시;용담이동
690-043;제주;제주시;용담삼동
690-130;제주;제주시;월평동
690-730;제주;제주시;이도일동
690-732;제주;제주시;이도이동
690-231;제주;제주시;이호일동
690-232;제주;제주시;이호이동
690-780;제주;제주시;일도일동
690-779;제주;제주시;일도이동
690-200;제주;제주시;해안동
690-781;제주;제주시;화북일동
690-062;제주;제주시;화북이동
690-100;제주;제주시;회천동
695-971;제주;제주시;구좌읍
695-791;제주;제주시;애월읍
695-961;제주;제주시;조천읍
695-921;제주;제주시;한림읍
695-983;제주;제주시;우도면
695-951;제주;제주시;추자면
695-941;제주;제주시;한경면
697-370;제주;서귀포시;강정동
697-830;제주;서귀포시;대포동
697-832;제주;서귀포시;도순동
697-706;제주;서귀포시;동홍동
697-805;제주;서귀포시;법환동
697-020;제주;서귀포시;보목동
697-301;제주;서귀포시;상예동
697-821;제주;서귀포시;상효동
697-807;제주;서귀포시;색달동
697-840;제주;서귀포시;서귀동
697-845;제주;서귀포시;서호동
697-701;제주;서귀포시;서홍동
697-013;제주;서귀포시;송산동
697-855;제주;서귀포시;신효동
697-380;제주;서귀포시;영남동
697-390;제주;서귀포시;용흥동
697-360;제주;서귀포시;월평동
697-014;제주;서귀포시;정방동
697-707;제주;서귀포시;중문동
697-011;제주;서귀포시;중앙동
697-012;제주;서귀포시;천지동
697-859;제주;서귀포시;토평동
697-310;제주;서귀포시;하예동
697-703;제주;서귀포시;하원동
697-030;제주;서귀포시;하효동
697-862;제주;서귀포시;호근동
697-823;제주;서귀포시;회수동
699-941;제주;서귀포시;남원읍
699-936;제주;서귀포시;대정읍
699-901;제주;서귀포시;성산읍
699-921;제주;서귀포시;안덕면
699-911;제주;서귀포시;표선면
321-701;충남;계룡시;금암동
321-912;충남;계룡시;두마면
321-754;충남;계룡시;신도안면
321-932;충남;계룡시;엄사면
314-240;충남;공주시;검상동
314-090;충남;공주시;교동
314-010;충남;공주시;금성동
314-080;충남;공주시;금학동
314-715;충남;공주시;금흥동
314-270;충남;공주시;동현동
314-130;충남;공주시;무릉동
314-100;충남;공주시;반죽동
314-170;충남;공주시;봉정동
314-711;충남;공주시;봉황동
314-030;충남;공주시;산성동
314-230;충남;공주시;상왕동
314-250;충남;공주시;석장리동
314-220;충남;공주시;소학동
314-260;충남;공주시;송선동
314-701;충남;공주시;신관동
314-210;충남;공주시;신기동
314-150;충남;공주시;쌍신동
314-200;충남;공주시;오곡동
314-712;충남;공주시;옥룡동
314-020;충남;공주시;웅진동
314-160;충남;공주시;월미동
314-120;충남;공주시;월송동
314-180;충남;공주시;주미동
314-050;충남;공주시;중동
314-070;충남;공주시;중학동
314-190;충남;공주시;태봉동
314-891;충남;공주시;유구읍
314-831;충남;공주시;계룡면
314-921;충남;공주시;반포면
314-871;충남;공주시;사곡면
314-881;충남;공주시;신풍면
314-861;충남;공주시;우성면
314-811;충남;공주시;의당면
314-841;충남;공주시;이인면
314-714;충남;공주시;정안면
314-851;충남;공주시;탄천면
320-702;충남;논산시;강산동
320-020;충남;논산시;관촉동
320-711;충남;논산시;내동
320-756;충남;논산시;대교동
320-040;충남;논산시;덕지동
320-060;충남;논산시;등화동
320-070;충남;논산시;반월동
320-753;충남;논산시;부창동
320-090;충남;논산시;지산동
320-755;충남;논산시;취암동
320-120;충남;논산시;화지동
320-901;충남;논산시;강경읍
320-831;충남;논산시;연무읍
320-841;충남;논산시;가야곡면
320-951;충남;논산시;광석면
320-921;충남;논산시;노성면
320-881;충남;논산시;벌곡면
320-861;충남;논산시;부적면
320-931;충남;논산시;상월면
320-941;충남;논산시;성동면
320-851;충남;논산시;양촌면
320-871;충남;논산시;연산면
320-821;충남;논산시;은진면
320-811;충남;논산시;채운면
343-020;충남;당진시;구룡동
343-030;충남;당진시;대덕동
343-040;충남;당진시;사기소동
343-050;충남;당진시;수청동
343-753;충남;당진시;시곡동
343-070;충남;당진시;용연동
343-080;충남;당진시;우두동
343-758;충남;당진시;원당동
343-010;충남;당진시;읍내동
343-759;충남;당진시;채운동
343-110;충남;당진시;행정동
343-711;충남;당진시;송악읍
343-902;충남;당진시;합덕읍
343-841;충남;당진시;고대면
343-871;충남;당진시;대호지면
343-881;충남;당진시;면천면
343-851;충남;당진시;석문면
343-754;충남;당진시;송산면
343-891;충남;당진시;순성면
343-811;충남;당진시;신평면
343-911;충남;당진시;우강면
343-861;충남;당진시;정미면
355-772;충남;보령시;궁촌동
355-090;충남;보령시;남곡동
355-080;충남;보령시;내항동
355-770;충남;보령시;대천1동
355-771;충남;보령시;대천2동
355-010;충남;보령시;대천동
355-702;충남;보령시;동대동
355-704;충남;보령시;명천동
355-763;충남;보령시;신흑동
355-110;충남;보령시;요암동
355-764;충남;보령시;죽정동
355-130;충남;보령시;화산동
355-851;충남;보령시;웅천읍
355-881;충남;보령시;남포면
355-871;충남;보령시;미산면
355-911;충남;보령시;성주면
355-705;충남;보령시;오천면
355-921;충남;보령시;주교면
355-861;충남;보령시;주산면
355-769;충남;보령시;주포면
355-811;충남;보령시;천북면
355-892;충남;보령시;청라면
355-821;충남;보령시;청소면
356-764;충남;서산시;갈산동
356-140;충남;서산시;덕지천동
356-702;충남;서산시;동문동
356-765;충남;서산시;석남동
356-755;충남;서산시;석림동
356-756;충남;서산시;수석동
356-100;충남;서산시;양대동
356-707;충남;서산시;예천동
356-120;충남;서산시;오남동
356-060;충남;서산시;온석동
356-757;충남;서산시;읍내동
356-040;충남;서산시;잠홍동
356-130;충남;서산시;장동
356-760;충남;서산시;죽성동
356-711;충남;서산시;대산읍
356-762;충남;서산시;고북면
356-891;충남;서산시;부석면
356-705;충남;서산시;성연면
356-831;충남;서산시;운산면
356-766;충남;서산시;음암면
356-881;충남;서산시;인지면
356-861;충남;서산시;지곡면
356-981;충남;서산시;팔봉면
356-706;충남;서산시;해미면
336-702;충남;아산시;권곡동
336-080;충남;아산시;기산동
336-170;충남;아산시;남동
336-770;충남;아산시;득산동
336-706;충남;아산시;모종동
336-754;충남;아산시;방축동
336-787;충남;아산시;배미동
336-150;충남;아산시;법곡동
336-180;충남;아산시;신동
336-140;충남;아산시;신인동
336-737;충남;아산시;실옥동
336-772;충남;아산시;온양1동
336-760;충남;아산시;온양2동
336-010;충남;아산시;온천동
336-790;충남;아산시;용화동
336-766;충남;아산시;읍내동
336-788;충남;아산시;장존동
336-110;충남;아산시;점양동
336-767;충남;아산시;좌부동
336-742;충남;아산시;초사동
336-750;충남;아산시;풍기동
336-776;충남;아산시;배방읍
336-784;충남;아산시;염치읍
336-911;충남;아산시;도고면
336-871;충남;아산시;둔포면
336-891;충남;아산시;선장면
336-921;충남;아산시;송악면
336-881;충남;아산시;신창면
336-821;충남;아산시;영인면
336-719;충남;아산시;음봉면
336-748;충남;아산시;인주면
336-708;충남;아산시;탕정면
330-080;충남;천안시 동남구;구룡동
330-746;충남;천안시 동남구;구성동
330-733;충남;천안시 동남구;다가동
330-010;충남;천안시 동남구;대흥동
330-700;충남;천안시 동남구;문화동
330-721;충남;천안시 동남구;봉명동
330-040;충남;천안시 동남구;사직동
330-719;충남;천안시 동남구;삼룡동
330-725;충남;천안시 동남구;성황동
330-771;충남;천안시 동남구;신방동
330-795;충남;천안시 동남구;신부동
330-900;충남;천안시 동남구;쌍용동
330-838;충남;천안시 동남구;안서동
330-050;충남;천안시 동남구;영성동
330-030;충남;천안시 동남구;오룡동
